correct	incorrect	model_choice
B:Does the father the father couldn't tell the story to lie down?	A:Couldn't the father the father tell the story to does lie down?	B
A:Couldn't the president the man can find choose the leader?	B:Can the president the man find couldn't choose the leader?	A
A:Can the player the student may believe in wait?	B:May the player the student believe in can wait?	A
B:Would the mother the soldier didn't attack play with the players?	A:Didn't the mother the soldier attack would play with the players?	B
A:Can the lady the army didn't kill find the letter?	B:Didn't the lady the army kill can find the letter?	A
A:Must the woman the player shouldn't hit cut the costs?	B:Shouldn't the woman the player hit must cut the costs?	A
A:Did the daughter the student may trust catch the train?	B:May the daughter the student trust did catch the train?	A
B:Didn't the man the father shouldn't tell the story to keep the record?	A:Shouldn't the man the father tell the story to didn't keep the record?	B
A:Shouldn't the woman the soldier should kill learn the language?	B:Should the woman the soldier kill shouldn't learn the language?	A
B:Should the president the player doesn't reach out to see the film?	A:Doesn't the president the player reach out to should see the film?	B
B:May the princess the student could find rest?	A:Could the princess the student find may rest?	B
A:Should the doctor the minister must serve talk?	B:Must the doctor the minister serve should talk?	A
B:Mustn't the princess the worker can serve sell the goods?	A:Can the princess the worker serve mustn't sell the goods?	B
A:Should the professor the parent does love support the family?	B:Does the professor the parent love should support the family?	B
A:Shouldn't the player the student could ask wait?	B:Could the player the student ask shouldn't wait?	A
B:Will the player the teacher can't tell the story to stay?	A:Can't the player the teacher tell the story to will stay?	B
A:Must the mother the teacher didn't ask describe the process?	B:Didn't the mother the teacher ask must describe the process?	A
A:Shouldn't the princess the minister can serve talk?	B:Can the princess the minister serve shouldn't talk?	A
A:Should the prince the boy does hit prove the theory?	B:Does the prince the boy hit should prove the theory?	A
B:Might the doctor the child shouldn't ask hit the record?	A:Shouldn't the doctor the child ask might hit the record?	B
A:Can the professor the team does attack arrive?	B:Does the professor the team attack can arrive?	A
A:Could the doctor the friend did help lose the war?	B:Did the doctor the friend help could lose the war?	A
B:Couldn't the daughter the police might find feed the children?	A:Might the daughter the police find couldn't feed the children?	B
A:Does the mother the man mustn't see end the war?	B:Mustn't the mother the man see does end the war?	A
A:Did the professor the teacher shouldn't believe in work?	B:Shouldn't the professor the teacher believe in did work?	A
A:Would the man the coach didn't teach lie down?	B:Didn't the man the coach teach would lie down?	A
B:Mustn't the girl the soldier might save wait?	A:Might the girl the soldier save mustn't wait?	B
B:Might the president the student must find arrive?	A:Must the president the student find might arrive?	B
A:Can the wife the player didn't follow save the energy?	B:Didn't the wife the player follow can save the energy?	A
B:Mustn't the lady the man can't find lie down?	A:Can't the lady the man find mustn't lie down?	B
A:Doesn't the doctor the president could meet put pressure on the team?	B:Could the doctor the president meet doesn't put pressure on the team?	A
B:Can the prince the student did believe in perform the music?	A:Did the prince the student believe in can perform the music?	B
B:Couldn't the prince the man could marry eat the food?	A:Could the prince the man marry couldn't eat the food?	B
A:Didn't the boy the mother won't tell the story to leave?	B:Won't the boy the mother tell the story to didn't leave?	A
B:Could the father the soldier would kill work?	A:Would the father the soldier kill could work?	A
B:Does the doctor the boy might hit trust the assistant?	A:Might the doctor the boy hit does trust the assistant?	B
A:Could the player the woman mustn't love sit?	B:Mustn't the player the woman love could sit?	A
A:Did the father the police may call stay?	B:May the father the police call did stay?	A
A:Won't the man the council doesn't support move?	B:Doesn't the man the council support won't move?	A
A:Doesn't the player the soldier will save share the information?	B:Will the player the soldier save doesn't share the information?	A
A:Doesn't the professor the student might understand leave?	B:Might the professor the student understand doesn't leave?	A
A:Mustn't the boy the doctor could understand stand?	B:Could the boy the doctor understand mustn't stand?	A
B:Does the daughter the teacher did save see the game?	A:Did the daughter the teacher save does see the game?	B
A:Shouldn't the president the student may join tell the truth?	B:May the president the student join shouldn't tell the truth?	A
A:Couldn't the daughter the team will reach out to draw the line?	B:Will the daughter the team reach out to couldn't draw the line?	A
B:Shouldn't the mother the coach may teach move?	A:May the mother the coach teach shouldn't move?	B
B:Does the father the child mustn't see trust the friend?	A:Mustn't the father the child see does trust the friend?	B
A:Mustn't the mother the man may believe in lie down?	B:May the mother the man believe in mustn't lie down?	A
B:Can't the wife the player couldn't hit hold the meeting?	A:Couldn't the wife the player hit can't hold the meeting?	B
B:Won't the man the man can't hit try the method?	A:Can't the man the man hit won't try the method?	B
A:Couldn't the president the army will attack run?	B:Will the president the army attack couldn't run?	A
B:Might the princess the group should reach out to put the name on the book?	A:Should the princess the group reach out to might put the name on the book?	B
A:Might the princess the child will ask marry the woman?	B:Will the princess the child ask might marry the woman?	A
B:May the president the minister mustn't lead ask the question?	A:Mustn't the president the minister lead may ask the question?	B
A:Should the princess the doctor must save travel?	B:Must the princess the doctor save should travel?	A
A:Must the brother the parent can't love play with the players?	B:Can't the brother the parent love must play with the players?	A
B:Will the daughter the woman can't marry lose the money?	A:Can't the daughter the woman marry will lose the money?	B
A:Shouldn't the player the other player can't hit rest?	B:Can't the player the other player hit shouldn't rest?	A
B:Can't the player the child must love talk?	A:Must the player the child love can't talk?	B
B:Does the girl the teacher must tell the story to wait?	A:Must the girl the teacher tell the story to does wait?	B
A:Might the girl the teacher must believe in lead the team?	B:Must the girl the teacher believe in might lead the team?	A
B:Couldn't the prince the student can't follow move to the house?	A:Can't the prince the student follow couldn't move to the house?	B
B:Must the boy the man didn't find learn the history?	A:Didn't the boy the man find must learn the history?	B
B:Did the brother the friend must tell the story to play the football?	A:Must the brother the friend tell the story to did play the football?	B
B:May the player the parent can help move?	A:Can the player the parent help may move?	B
A:Must the boy the minister did serve produce the result?	B:Did the boy the minister serve must produce the result?	A
B:Did the mother the group mustn't reach out to move?	A:Mustn't the mother the group reach out to did move?	B
A:Must the professor the teacher didn't ask protect the forest?	B:Didn't the professor the teacher ask must protect the forest?	A
A:Won't the professor the leader should invite watch the video?	B:Should the professor the leader invite won't watch the video?	A
B:Can't the prince the student did find rest?	A:Did the prince the student find can't rest?	A
A:May the father the doctor doesn't help wait?	B:Doesn't the father the doctor help may wait?	A
B:Couldn't the wife the student might watch ask the question?	A:Might the wife the student watch couldn't ask the question?	B
B:Does the player the army doesn't attack prove the theory?	A:Doesn't the player the army attack does prove the theory?	B
B:Did the daughter the student may trust run?	A:May the daughter the student trust did run?	B
A:Can the player the parent won't help talk?	B:Won't the player the parent help can talk?	A
A:May the king the teacher won't invite stay?	B:Won't the king the teacher invite may stay?	A
B:May the boy the teacher mustn't invite arrive?	A:Mustn't the boy the teacher invite may arrive?	B
A:Will the professor the president can't lead wait?	B:Can't the professor the president lead will wait?	A
B:Couldn't the lady the army could kill stay?	A:Could the lady the army kill couldn't stay?	B
A:Could the lady the group won't reach out to arrive?	B:Won't the lady the group reach out to could arrive?	A
B:Will the girl the teacher mustn't help talk?	A:Mustn't the girl the teacher help will talk?	B
A:Can't the king the child doesn't follow keep the record?	B:Doesn't the king the child follow can't keep the record?	A
B:May the president the police will call allow the access?	A:Will the president the police call may allow the access?	B
A:Doesn't the princess the teacher didn't save wait?	B:Didn't the princess the teacher save doesn't wait?	A
A:Can't the woman the other woman won't marry stay?	B:Won't the woman the other woman marry can't stay?	A
A:Could the father the student won't ask save the money?	B:Won't the father the student ask could save the money?	A
A:Doesn't the woman the soldier could kill arrive?	B:Could the woman the soldier kill doesn't arrive?	A
B:Mustn't the father the woman won't watch swim?	A:Won't the father the woman watch mustn't swim?	B
A:Might the player the actor would marry lie down?	B:Would the player the actor marry might lie down?	A
A:Will the lady the group may reach out to allow the access?	B:May the lady the group reach out to will allow the access?	A
B:Could the doctor the soldier didn't kill add the information?	A:Didn't the doctor the soldier kill could add the information?	B
B:Does the princess the doctor will save stay?	A:Will the princess the doctor save does stay?	B
B:Might the woman the child can follow travel?	A:Can the woman the child follow might travel?	B
A:Might the mother the army couldn't kill lie down?	B:Couldn't the mother the army kill might lie down?	A
B:Couldn't the professor the teacher didn't save work?	A:Didn't the professor the teacher save couldn't work?	B
B:Mustn't the prince the parent does love walk?	A:Does the prince the parent love mustn't walk?	B
B:May the president the minister does lead work?	A:Does the president the minister lead may work?	B
B:Won't the daughter the soldier doesn't save hold the meeting?	A:Doesn't the daughter the soldier save won't hold the meeting?	B
B:Will the lady the group couldn't reach out to work?	A:Couldn't the lady the group reach out to will work?	B
A:Does the boy the soldier doesn't serve stand?	B:Doesn't the boy the soldier serve does stand?	A
A:Didn't the professor the council shouldn't support stop the program?	B:Shouldn't the professor the council support didn't stop the program?	A
A:Shouldn't the doctor the woman might watch walk?	B:Might the doctor the woman watch shouldn't walk?	A
B:Didn't the girl the team won't attack buy the car?	A:Won't the girl the team attack didn't buy the car?	B
B:Won't the father the child might follow stand?	A:Might the father the child follow won't stand?	B
A:Mustn't the wife the parent shouldn't help feed the children?	B:Shouldn't the wife the parent help mustn't feed the children?	A
A:May the brother the army did kill report the news?	B:Did the brother the army kill may report the news?	A
A:Might the president the teacher couldn't invite talk?	B:Couldn't the president the teacher invite might talk?	A
A:Will the lady the man does believe in stay?	B:Does the lady the man believe in will stay?	A
A:Didn't the brother the friend could help work?	B:Could the brother the friend help didn't work?	A
A:Must the boy the man didn't find stand?	B:Didn't the boy the man find must stand?	A
B:Didn't the professor the government won't support move?	A:Won't the professor the government support didn't move?	B
B:Could the man the player might hit talk?	A:Might the man the player hit could talk?	B
B:Didn't the lady the group doesn't reach out to arrive?	A:Doesn't the lady the group reach out to didn't arrive?	B
A:Should the boy the doctor doesn't help meet the team?	B:Doesn't the boy the doctor help should meet the team?	A
B:Will the boy the army can't attack drive the car?	A:Can't the boy the army attack will drive the car?	B
B:Does the doctor the student mustn't call work?	A:Mustn't the doctor the student call does work?	B
B:Doesn't the lady the mother can tell the story to wait?	A:Can the lady the mother tell the story to doesn't wait?	B
B:Doesn't the daughter the teacher couldn't save play with the ball?	A:Couldn't the daughter the teacher save doesn't play with the ball?	B
B:Shouldn't the player the friend did call end the war?	A:Did the player the friend call shouldn't end the war?	B
A:Doesn't the princess the man can't believe in work?	B:Can't the princess the man believe in doesn't work?	A
A:Will the president the soldier must save move?	B:Must the president the soldier save will move?	A
B:Must the professor the president shouldn't meet draw the picture?	A:Shouldn't the professor the president meet must draw the picture?	B
B:Can't the doctor the parent does love stand?	A:Does the doctor the parent love can't stand?	B
A:Won't the wife the captain might lead wait?	B:Might the wife the captain lead won't wait?	A
A:May the professor the doctor won't help paint the wall?	B:Won't the professor the doctor help may paint the wall?	A
B:Shouldn't the boy the police can call sit?	A:Can the boy the police call shouldn't sit?	B
B:Must the president the boy couldn't hit lie down?	A:Couldn't the president the boy hit must lie down?	B
B:Does the professor the captain couldn't lead fight for the championship?	A:Couldn't the professor the captain lead does fight for the championship?	B
A:Did the girl the woman will see believe the story?	B:Will the girl the woman see did believe the story?	A
A:Should the brother the woman doesn't believe in lie down?	B:Doesn't the brother the woman believe in should lie down?	A
A:Could the president the boy might hit wait?	B:Might the president the boy hit could wait?	A
A:Would the girl the soldier couldn't attack stay?	B:Couldn't the girl the soldier attack would stay?	A
A:Can't the woman the parent may help sit?	B:May the woman the parent help can't sit?	A
B:Does the doctor the team can't reach out to lie down?	A:Can't the doctor the team reach out to does lie down?	B
A:Can't the lady the president would invite talk?	B:Would the lady the president invite can't talk?	A
A:Won't the wife the teacher did call build the model?	B:Did the wife the teacher call won't build the model?	A
A:Won't the daughter the soldier could attack choose the team?	B:Could the daughter the soldier attack won't choose the team?	A
A:Could the woman the student may follow wait?	B:May the woman the student follow could wait?	A
B:Does the doctor the student would see see the doctor?	A:Would the doctor the student see does see the doctor?	B
A:Will the doctor the woman won't love teach the language?	B:Won't the doctor the woman love will teach the language?	A
B:Can't the wife the man does hit arrive?	A:Does the wife the man hit can't arrive?	B
B:Could the doctor the soldier mustn't kill work?	A:Mustn't the doctor the soldier kill could work?	B
A:May the professor the member shouldn't join leave?	B:Shouldn't the professor the member join may leave?	A
B:Doesn't the professor the student might understand send the news?	A:Might the professor the student understand doesn't send the news?	B
A:Mustn't the lady the student can believe in join the party?	B:Can the lady the student believe in mustn't join the party?	A
B:Doesn't the princess the student couldn't meet produce the film?	A:Couldn't the princess the student meet doesn't produce the film?	B
B:Doesn't the man the parent can help wait?	A:Can the man the parent help doesn't wait?	B
A:Couldn't the woman the leader mustn't lead wait?	B:Mustn't the woman the leader lead couldn't wait?	A
B:Mustn't the girl the player didn't join travel?	A:Didn't the girl the player join mustn't travel?	B
B:Won't the daughter the teacher didn't save describe the picture?	A:Didn't the daughter the teacher save won't describe the picture?	B
B:Would the brother the soldier can't kill fix the problem?	A:Can't the brother the soldier kill would fix the problem?	B
A:Can the doctor the woman doesn't see sit?	B:Doesn't the doctor the woman see can sit?	A
B:Should the boy the woman doesn't watch travel?	A:Doesn't the boy the woman watch should travel?	B
B:Doesn't the doctor the child won't love catch the ball?	A:Won't the doctor the child love doesn't catch the ball?	B
B:Shouldn't the player the student could ask earn the money?	A:Could the player the student ask shouldn't earn the money?	B
B:Mustn't the girl the army should kill throw the ball?	A:Should  the girl the army kill mustn't throw the ball?	B
A:Must the player the police shouldn't call lie down?	B:Shouldn't the player the police call must lie down?	A
B:Shouldn't the girl the student would watch work?	A:Would the girl the student watch shouldn't work?	B
B:Doesn't the wife the police may call drive the car?	A:May the wife the police call doesn't drive the car?	B
