correct	incorrect	model_choice
A:The female professor knows that the prince prepared himself for the job.	B:The female professor knows that the prince prepared herself for the job.	A
B:Gary knows that the lady prepared herself for the job.	A:Gary knows that the lady prepared himself for the job.	B
B:The female professor finds herself finishing a project.	A:The female professor finds herself finished a project.	B
A:Gary finds himself finishing a project.	B:Gary finds himself finished a project.	A
A:The female doctor thinks that the male doctor saved himself.	B:The female doctor thinks that the male doctor saved herself.	A
A:Charles thinks that the female professor saved herself.	B:Charles thinks that the female professor saved himself.	A
B:The female doctor finds herself leading the group.	A:The female doctor finds herself led the group.	B
B:Charles finds himself leading the group.	A:Charles finds himself led the group.	B
B:Elizabeth explains that the male doctor is dressing himself.	A:Elizabeth explains that the male doctor is dressing herself.	B
B:Dennis explains that the mother is dressing herself.	A:Dennis explains that the mother is dressing himself.	B
A:The female professor finds herself throwing the party.	B:The female professor finds herself threw the party.	A
B:Dennis finds himself throwing the party.	A:Dennis finds himself threw the party.	B
A:Ann reports that the father trusts himself.	B:Ann reports that the father trusts herself.	A
A:Walter reports that the female president trusts herself.	B:Walter reports that the female president trusts himself.	A
A:Ann finds herself trusting a friend.	B:Ann finds herself trusted a friend.	A
A:Walter finds himself trusting a friend.	B:Walter finds himself trusted a friend.	A
A:Catherine finds herself eating that food.	B:Catherine finds herself ate that food.	A
B:The male professor finds himself eating that food.	A:The male professor finds himself ate that food.	B
B:Ruth says that the male doctor supports himself.	A:Ruth says that the male doctor supports herself.	B
A:The man says that the princess supports herself.	B:The man says that the princess supports himself.	A
A:The daughter understands that the father prepared himself for the job.	B:The daughter understands that the father prepared herself for the job.	A
B:The boy understands that the female professor prepared herself for the job.	A:The boy understands that the female professor prepared himself for the job.	B
B:The female player hears that the brother is improving himself.	A:The female player hears that the brother is improving herself.	B
B:Robert hears that the female doctor is improving herself.	A:Robert hears that the female doctor is improving himself.	B
A:The female player sees herself building a house.	B:The female player sees herself built a house.	A
A:Robert sees himself building a house.	B:Robert sees himself built a house.	A
A:The female doctor finds herself watching the film.	B:The female doctor finds herself watched the film.	A
B:Joe finds himself watching the film.	A:Joe finds himself watched the film.	B
B:Kelly knows that the man prepared himself for the job.	A:Kelly knows that the man prepared herself for the job.	B
A:Matt knows that the mother prepared herself for the job.	B:Matt knows that the mother prepared himself for the job.	A
A:The female professor learns that the prince protected himself.	B:The female professor learns that the prince protected herself.	A
A:Dennis learns that the female doctor protected herself.	B:Dennis learns that the female doctor protected himself.	A
A:The female professor imagines herself opening an account.	B:The female professor imagines herself opened an account.	A
A:Dennis imagines himself opening an account.	B:Dennis imagines himself opened an account.	A
A:The wife finds herself learning a new language.	B:The wife finds herself learned a new language.	A
B:The father finds himself learning a new language.	A:The father finds himself learned a new language.	B
A:The wife understands that the prince is controlling himself.	B:The wife understands that the prince is controlling herself.	A
B:Adam understands that the female president is controlling herself.	A:Adam understands that the female president is controlling himself.	B
B:Maria hears that the boy asked himself a question.	A:Maria hears that the boy asked herself a question.	B
B:Thomas hears that his mother asked herself a question.	A:Thomas hears that his mother asked himself a question.	B
A:Maria sees herself asking this question.	B:Maria sees herself asked this question.	A
A:Thomas sees himself asking this question.	B:Thomas sees himself asked this question.	A
B:The mother learns that the male doctor trusts himself.	A:The mother learns that the male doctor trusts herself.	B
A:Adam learns that the female doctor trusts herself.	B:Adam learns that the female doctor trusts himself.	A
A:The mother imagines herself trusting that friend.	B:The mother imagines herself trusted that friend.	A
A:Adam imagines himself trusting that friend.	B:Adam imagines himself trusted that friend.	A
A:The princess sees herself adding the information to the book.	B:The princess sees herself added the information to the book.	A
A:William sees himself adding the information to the book.	B:William sees himself added the information to the book.	A
A:Catherine feels that the boy wants to improve himself.	B:Catherine feels that the boy wants to improve herself.	A
A:Oliver feels that the girl wants to improve herself.	B:Oliver feels that the girl wants to improve himself.	A
B:Catherine imagines herself building that stadium.	A:Catherine imagines herself built that stadium.	B
A:Oliver pictures himself building that stadium.	B:Oliver pictures himself built that stadium.	A
B:Victoria sees herself catching a fish.	A:Victoria sees herself caught a fish.	B
B:The man sees himself catching a fish.	A:The man sees himself caught a fish.	B
A:The female professor knows that the male player helped himself.	B:The female professor knows that the male player helped herself.	A
B:Paul knows that the lady helped herself.	A:Paul knows that the lady helped himself.	B
B:The daughter pictures herself bringing this change.	A:The daughter pictures herself brought this change.	B
B:The brother pictures himself bringing this change.	A:The brother pictures himself brought this change.	B
A:The female doctor finds that the prince saved himself.	B:The female doctor finds that the prince saved herself.	A
B:Dan finds that the lady saved herself.	A:Dan finds that the lady saved himself.	B
B:The female doctor sees herself reading a paper.	A:The female doctor sees herself read a paper.	B
B:Dan sees himself reading a paper.	A:Dan sees himself read a paper.	B
A:Ruth pictures herself meeting some people.	B:Ruth pictures herself met some people.	A
B:Walter pictures himself meeting some people.	A:Walter pictures himself met some people.	B
A:The woman knows that the boy is supporting himself.	B:The woman knows that the boy is supporting herself.	A
A:William knows that the princess is supporting herself.	B:William knows that the princess is supporting himself.	A
B:Jack pictures himself drawing that picture.	A:Jack pictures himself drew that picture.	B
B:The female doctor believes that the male president is dressing himself.	A:The female doctor believes that the male president is dressing herself.	B
A:Victor knows that the female professor is dressing herself.	B:Victor knows that the female professor is dressing himself.	A
A:The female doctor imagines herself fighting that enemy.	B:The female doctor imagines herself fought that enemy.	A
A:Ruth feels that the male professor is hitting himself.	B:Ruth feels that the male professor is hitting herself.	A
A:Robert feels that the girl is hitting herself.	B:Robert feels that the girl is hitting himself.	A
A:Ruth imagines herself hitting the target.	B:Ruth imagines herself hit the target.	A
B:Robert pictures himself hitting the target.	A:Robert pictures himself hit the target.	B
B:The princess notices that the brother saved himself.	A:The princess notices that the brother saved herself.	B
A:Carl notices that the wife saved herself.	B:Carl notices that the wife saved himself.	A
B:The princess sees herself leading the group.	A:The princess sees herself led the group.	B
B:Carl sees himself leading the group.	A:Carl sees himself led the group.	B
A:Elizabeth sees herself showing this result.	B:Elizabeth sees herself showed this result.	A
A:The brother sees himself showing this result.	B:The brother sees himself showed this result.	A
A:The girl believes that the male doctor protected himself.	B:The girl believes that the male doctor protected herself.	A
B:Adam believes that the female president protected herself.	A:Adam believes that the female president protected himself.	B
A:The girl imagines herself protecting the people.	B:The girl imagines herself protected the people.	A
B:Adam imagines himself protecting the people.	A:Adam imagines himself protected the people.	B
A:Anna imagines herself writing letters.	B:Anna imagines herself wrote letters.	A
B:The brother pictures himself writing letters.	A:The brother pictures himself wrote letters.	B
A:Martin reports that the woman supports herself.	B:Martin reports that the woman supports himself.	A
B:The daughter finds herself raising the money for children.	A:The daughter finds herself raised the money for children.	B
A:Martin finds himself raising the money.	B:Martin finds himself raised the money.	A
A:Jane understands that the boy believes in himself.	B:Jane understands that the boy believes in herself.	A
B:Jerry understands that his mother believes in herself.	A:Jerry understands that his mother believes in himself.	B
B:Anna hears that the king is helping himself.	A:Anna hears that the king is helping herself.	B
B:The man hears that the wife is helping herself.	A:The man hears that the wife is helping himself.	B
A:Anna sees herself helping that family.	B:Anna sees herself helped that family.	A
B:The man sees himself helping that family.	A:The man sees himself helped that family.	B
A:The princess believes that the king is preparing himself for the job.	B:The princess believes that the king is preparing herself for the job.	A
A:Jason believes that the lady is preparing herself for the job.	B:Jason believes that the lady is preparing himself for the job.	A
B:Anna pictures herself catching a ball.	A:Anna pictures herself caught a ball.	B
B:Anthony pictures himself catching a ball.	A:Anthony pictures himself caught a ball.	B
A:The female player explains that the male doctor saved himself.	B:The female player explains that the male doctor saved herself.	A
B:Martin explains that the female player saved herself.	A:Martin explains that the female player saved himself.	B
B:The woman finds herself telling that story to Anna.	A:The woman finds herself told that story to Anna.	B
A:Adam finds himself telling that story to Anna.	B:Adam finds himself told that story to Anna.	A
B:The female player hears that the man saw himself appear on television.	A:The female player hears that the man saw herself appear on television.	B
A:Martin hears that the lady saw herself appear on television.	B:Martin hears that the lady saw himself appear on television.	A
A:The female player sees herself joining a team.	B:The female player sees herself joined a team.	A
A:Martin sees himself joining a team.	B:Martin sees himself joined a team.	A
A:Helen sees herself selling some goods.	B:Helen sees herself sold some goods.	A
A:Matt sees himself selling some goods.	B:Matt sees himself sold some goods.	A
A:Ruth learns that the prince changed himself.	B:Ruth learns that the prince changed herself.	A
B:John learns that his mother changed herself.	A:John learns that his mother changed himself.	B
B:Ruth imagines herself closing this door.	A:Ruth imagines herself closed this door.	B
A:John imagines himself closing this door.	B:John imagines himself closed this door.	A
B:The princess sees herself making money.	A:The princess sees herself made money.	B
A:Dan sees himself making money.	B:Dan sees himself made money.	A
B:The lady sees that the brother helps himself to food.	A:The lady sees that the brother helps herself to food.	B
B:Jack sees that the woman helps herself to food.	A:Jack sees that the woman helps himself to food.	B
A:The female professor sees herself reaching this goal.	B:The female professor sees herself reached this goal.	A
A:Kelly hears that the male doctor proved himself.	B:Kelly hears that the male doctor proved herself.	A
A:Carl hears that the woman proved herself.	B:Carl hears that the woman proved himself.	A
A:Kelly sees herself proving the claim.	B:Kelly sees herself proved the claim.	A
B:Carl sees himself proving the claim.	A:Carl sees himself proved the claim.	B
A:The female professor imagines herself painting some wall.	B:The female professor imagines herself painted some wall.	A
A:Dennis imagines himself painting some wall.	B:Dennis imagines himself painted some wall.	A
A:The female player believes that the father is attacking himself.	B:The female player believes that the father is attacking herself.	A
A:The prince believes that the female professor is attacking herself.	B:The prince believes that the female professor is attacking himself.	A
A:The female doctor sees herself starting a project.	B:The female doctor sees herself started a project.	A
