correct	incorrect	model_choice
A:Who did the princess remember that Elizabeth trained?	B:Who did the princess remember whether Elizabeth trained?	A
A:What did the princess write that Elizabeth drew?	B:What did the princess write whether Elizabeth drew?	A
B:What didn't the princess say she drew?	A:What didn't the princess say who drew?	B
B:What didn't the princess say she won?	A:What didn't the princess say who won?	B
B:Who did this female professor explain that Elizabeth attacked?	A:Who did this female professor explain whether Elizabeth attacked?	B
A:What did this female professor explain that Elizabeth taught?	B:What did this female professor explain whether Elizabeth taught?	A
A:Who did this female professor hear that Louis helped?	B:Who did this female professor hear whether Louis helped?	A
B:What did this female professor hear that Louis finished?	A:What did this female professor hear whether Louis finished?	B
A:What couldn't this female professor learn she finished?	B:What couldn't this female professor learn who finished?	A
A:Who did the male president know that Carl understood at the meeting?	B:Who did the male president know whether Carl understood at the meeting?	A
A:What did the male president know that Carl shared with him?	B:What did the male president know whether Carl shared with him?	A
B:What would the male president learn he shared with the man?	A:What would the male president learn who shared with the man?	B
B:What would the male president learn he helped with?	A:What would the male president learn who helped with?	B
B:Who did the male president hear that Ryan supported?	A:Who did the male president hear whether Ryan supported?	B
A:What did the male president hear that Ryan moved?	B:What did the male president hear whether Ryan moved?	A
A:What can the male president learn he moved?	B:What can the male president learn who moved?	B
A:What can the male president learn he made?	B:What can the male president learn who made?	A
B:Who did this male player see that Dennis invited?	A:Who did this male player see whether Dennis invited?	B
B:What did this male player see that Dennis trusted?	A:What did this male player see whether Dennis trusted?	B
B:What could this male player decide he trusted?	A:What could this male player decide who trusted?	B
A:What did the man remember that Catherine made?	B:What did the man remember whether Catherine made?	A
A:What can't the man remember he made?	B:What can't the man remember who made?	A
B:What can't the man remember he moved?	A:What can't the man remember who moved?	A
A:Who did this brother write that Gary called?	B:Who did this brother write whether Gary called?	A
A:What will this brother learn he taught?	B:What will this brother learn who taught?	B
A:Who did the mother explain that Kevin led?	B:Who did the mother explain whether Kevin led?	A
B:What did the mother explain that Kevin informed her about?	A:What did the mother explain whether Kevin informed her about?	B
B:What couldn't the mother know she informed her about?	A:What couldn't the mother know who informed her about?	B
A:What couldn't the mother know she talked to her about?	B:What couldn't the mother know who talked to her about?	A
A:Who did this female doctor explain that Dennis talked to her about?	B:Who did this female doctor explain whether Dennis talked to her about?	A
A:What did this female doctor explain that Dennis informed her about?	B:What did this female doctor explain whether Dennis informed her about?	A
B:What can this female doctor say she informed her about?	A:What can this female doctor say who informed her about?	B
B:What can this female doctor say she shared with her?	A:What can this female doctor say who shared with her?	B
A:Who did the lady remember that Martin hit?	B:Who did the lady remember whether Martin hit?	A
A:What did the lady remember that Martin described?	B:What did the lady remember whether Martin described?	A
A:What would the lady remember she described?	B:What would the lady remember who described?	A
B:Who did this female doctor learn that Edward supported?	A:Who did this female doctor learn whether Edward supported?	B
B:What did this female doctor learn that Edward moved?	A:What did this female doctor learn whether Edward moved?	B
B:What must this female doctor remember she moved?	A:What must this female doctor remember who moved?	A
B:What must this female doctor remember she found?	A:What must this female doctor remember who found?	B
B:Who did this prince hear that Anna trusted?	A:Who did this prince hear whether Anna trusted?	B
A:What did this prince hear that Anna drew?	B:What did this prince hear whether Anna drew?	A
B:Who did the prince write that Gary trained?	A:Who did the prince write whether Gary trained?	B
A:What did the prince write that Gary taught?	B:What did the prince write whether Gary taught?	A
B:What does the prince say he taught?	A:What does the prince say who taught?	B
A:What does the prince say he learned because of him?	B:What does the prince say who learned because of him?	A
B:Who did the daughter think that Fred loved?	A:Who did the daughter think whether Fred loved?	B
A:Who did the princess learn that Walter found?	B:Who did the princess learn whether Walter found?	A
B:What didn't the princess tell her she taught?	A:What didn't the princess tell her who taught?	B
B:Who did this wife say that Charles visited?	A:Who did this wife say whether Charles visited?	B
B:What did this wife say that Charles told us?	A:What did this wife say whether Charles told us?	B
A:Who did this male doctor know that Kevin invited?	B:Who did this male doctor know whether Kevin invited?	A
B:What did this male doctor know that Kevin helped with?	A:What did this male doctor know whether Kevin helped with?	B
B:What doesn't this male doctor believe he helped with?	A:What doesn't this male doctor believe who helped with?	B
B:What doesn't this male doctor believe he taught?	A:What doesn't this male doctor believe who taught?	B
B:Who did the prince hear that Steve found?	A:Who did the prince hear whether Steve found?	B
B:What did the prince hear that Steve hit?	A:What did the prince hear whether Steve hit?	B
B:What might the prince remember he hit?	A:What might the prince remember who hit?	B
B:What might the prince remember he won?	A:What might the prince remember who won?	B
B:Who did this woman learn that Ted called?	A:Who did this woman learn whether Ted called?	B
B:What did this woman learn that Ted controlled?	A:What did this woman learn whether Ted controlled?	B
B:What may this woman learn she controlled?	A:What may this woman learn who controlled?	B
B:What may this woman learn she fought for?	A:What may this woman learn who fought for?	B
A:Who did the women say that Kevin served at the party?	B:Who did the women say whether Kevin served at the party?	A
B:What did the women say that Kevin won?	A:What did the women say whether Kevin won?	B
B:What won't the women reveal she won?	A:What won't the women reveal who won?	A
A:What won't the women reveal she told us?	B:What won't the women reveal who told us?	A
A:Who did this brother say that Ryan met with?	B:Who did this brother say whether Ryan met with?	A
B:Who did the male president explain that Ruth loved very much?	A:Who did the male president explain whether Ruth loved very much?	B
B:What did the male president explain that Ruth held?	A:What did the male president explain whether Ruth held?	B
B:What mustn't the male president believe he held?	A:What mustn't the male president believe who held?	B
A:What mustn't the male president believe he found?	B:What mustn't the male president believe who found?	A
B:Who did this female doctor say that Nick joined?	A:Who did this female doctor say whether Nick joined?	B
A:What will this female doctor say she wrote about?	B:What will this female doctor say who wrote about?	A
A:Who did this male president explain that Philip helped?	B:Who did this male president explain whether Philip helped?	B
A:What did this male president explain that Philip held?	B:What did this male president explain whether Philip held?	A
B:What couldn't this male president learn he held?	A:What couldn't this male president learn who held?	B
B:What couldn't this male president learn he taught?	A:What couldn't this male president learn who taught?	B
A:Who did this boy hear that Scott trusted?	B:Who did this boy hear whether Scott trusted?	A
B:What can this male professor remember he remembered?	A:What can this male professor remember who remembered?	B
B:What did this male player explain that Catherine taught?	A:What did this male player explain whether Catherine taught?	B
B:Who did the girl explain that Kelly remembered?	A:Who did the girl explain whether Kelly remembered?	B
B:What did the girl explain that Kelly wrote?	A:What did the girl explain whether Kelly wrote?	B
B:Who did this brother hear that Thomas supported?	A:Who did this brother hear whether Thomas supported?	B
A:What did this brother hear that Thomas talked to him about?	B:What did this brother hear whether Thomas talked to him about?	A
B:What would this brother know he remembered?	A:What would this brother know who remembered?	A
A:What mustn't this wife believe she described?	B:What mustn't this wife believe who described?	A
B:Who did the female professor know that Helen met?	A:Who did the female professor know whether Helen met?	B
A:What did the female professor know that Helen played?	B:What did the female professor know whether Helen played?	A
A:Who did this princess learn that Mary trusted?	B:Who did this princess learn whether Mary trusted?	A
B:What would this prince see he fought for?	A:What would this prince see who fought for?	A
B:What would this prince see he controlled?	A:What would this prince see who controlled?	A
B:What did this man write that Walter made?	A:What did this man write whether Walter made?	B
A:What couldn't this man find out he made?	B:What couldn't this man find out who made?	A
A:What couldn't this man find out he chose?	B:What couldn't this man find out who chose?	B
B:What would the brother believe he found?	A:What would the brother believe who found?	B
B:What didn't this king tell he helped?	A:What didn't this king tell who helped?	B
B:What mustn't the boy say he described?	A:What mustn't the boy say who described?	B
B:What mustn't the boy say he talked to him about?	A:What mustn't the boy say who talked to him about?	B
A:What did the boy see that Helen drew on the paper?	B:What did the boy see whether Helen drew on the paper?	A
B:What doesn't this male professor know he talked to him about?	A:What doesn't this male professor know who talked to him about?	B
B:What doesn't this male professor know he played with?	A:What doesn't this male professor know who played with?	B
B:What will the male player say he moved to the park?	A:What will the male player say who moved to the park?	B
A:What didn't this female president know she saved?	B:What didn't this female president know who saved?	A
B:Who did this female doctor hear that Ted attacked?	A:Who did this female doctor hear whether Ted attacked?	B
A:What did this female doctor hear that Ted talked to her about?	B:What did this female doctor hear whether Ted talked to her about?	A
B:Who did the mother explain that Michael invited to the party?	A:Who did the mother explain whether Michael invited to the party?	B
B:What couldn't the mother remember she taught?	A:What couldn't the mother remember who taught?	B
A:What won't this male professor decide he won?	B:What won't this male professor decide who won?	B
A:What did the brother learn he shared with the man?	B:What did the brother learn who shared with the man?	A
A:What did the brother learn he taught?	B:What did the brother learn who taught?	A
B:What can't this lady know she found?	A:What can't this lady know who found?	B
B:What can't this lady know she helped with?	A:What can't this lady know who helped with?	B
A:What did the female doctor think that Alice helped with?	B:What did the female doctor think whether Alice helped with?	A
