correct	incorrect	model_choice
A:Who should Walter defeat before loving Mary?	B:Who should Walter defeat Mary before loving?	A
B:What did Walter prove while believing the theory?	A:What did Walter prove the theory while believing?	B
B:Who should Tom hit while protecting Victoria?	A:Who should Tom hit Victoria while protecting?	B
A:What did Tom throw after keeping the stone?	B:What did Tom throw the stone after keeping?	A
A:Who should the doctor believe before living with Fred?	B:Who should the doctor believe Fred before living with?	A
B:What did the doctor share before publishing the record?	A:What did the doctor share the record before publishing?	B
B:Who should this lady understand while painting with Elizabeth?	A:Who should this lady understand Elizabeth while painting with?	B
A:What did this lady feed while painting the birds?	B:What did this lady feed the birds while painting?	B
B:What did this princess start before selling the project?	A:What did this princess start the project before selling?	B
B:Who should Ted talk to without informing Bill?	A:Who should Ted talk to Bill without informing?	B
B:What did Ted face without informing him the risk?	A:What did Ted face the risk without informing him?	A
B:Who should Jonathan support before meeting with Ann?	A:Who should Jonathan support Ann before meeting with?	B
B:Who should Michael help while reading with Roger?	A:Who should Michael help Roger while reading with?	B
B:Who should Joe trust while performing with Ann?	A:Who should Joe trust Ann while performing with?	B
B:Who did Joe choose while performing for the team?	A:Who did Joe choose the team while performing for?	B
B:Who should that king trust while reaching out to Martin?	A:Who should that king trust Martin while reaching out to?	B
A:What did Ann watch after discussing the film?	B:What did Ann watch the film after discussing?	A
B:Who should Ruth support before holding a meeting with Fred?	A:Who should Ruth support Fred before holding a meeting with?	B
A:Who should the king call while finding an answer with Jonathan?	B:Who should the king call Jonathan while finding an answer with?	A
B:Who should Mary tell after sending a message to Charles?	A:Who should Mary tell Charles after sending a message to?	B
A:Who did Mary meet after sending a letter to Jerry?	B:Who did Mary meet Jerry after sending a letter to?	A
B:Who should Ann meet without reporting to Matt?	A:Who should Ann meet Matt without reporting to?	B
A:Who should Jerry beat without losing to Mike?	B:Who should Jerry beat Mike without losing to?	A
B:Who should Jerry visit when supporting Victor?	A:Who should Jerry visit Victor when supporting?	B
B:Who should Roger follow while playing with David?	A:Who should Roger follow David while playing with?	B
A:Who should Jane call after making plans with Pierre?	B:Who should Jane call Pierre after making plans with?	A
A:Who should Maria join when fighting with Andy?	B:Who should Maria join Andy when fighting with?	A
A:Who did Maria invite after planning the event with the guest?	B:Who did Maria invite the guest after planning the event with?	A
A:Who should Andy support before carrying out the plan with Carl?	B:Who should Andy support Carl before carrying out the plan with?	A
A:Who should the wife teach when informing Carl about something?	B:Who should the wife teach Carl when informing about something?	A
B:Who should this wife hit before meeting with Maria?	A:Who should this wife hit Maria before meeting with?	B
B:Who should Ted meet before holding a meeting with Anna?	A:Who should Ted meet Anna before holding a meeting with?	B
B:What did Ted watch before holding a meeting about the video?	A:What did Ted watch the video before holding a meeting about?	B
B:Who should this king defeat without sending help to Charles?	A:Who should this king defeat Charles without sending help to?	B
B:What did this king talk about without sending an answer to the question?	A:What did this king talk about the question without sending an answer to?	B
B:Who should Victoria teach after fighting with Ruth?	A:Who should Victoria teach Ruth after fighting with?	B
B:What did Victoria stop after running the program?	A:What did Victoria stop the program after running?	B
B:Who should Jerry marry after living with Anna?	A:Who should Jerry marry Anna after living with?	B
A:Who did Jerry tell the truth while living with the people?	B:Who did Jerry tell the people the truth while living with?	B
B:Who should Fred follow before joining a group with Jane?	A:Who should Fred follow Jane before joining a group with?	B
B:Who should Bobby call without fixing the problem with Henry?	A:Who should Bobby call Henry without fixing the problem with?	A
A:Who should Fred lead when writing a report with Patrick?	B:Who should Fred lead Patrick when writing a report with?	A
B:What did Fred read when writing the book?	A:What did Fred read the book when writing?	B
A:Who should Ted meet after moving to a new office with Tom?	B:Who should Ted meet Tom after moving to a new office with?	A
A:Who did Ted call after moving to a new place with the friend?	B:Who did Ted call the friend after moving to a new place with?	A
B:What did Victor face before handling the problem?	A:What did Victor face the problem before handling?	B
B:Who should Tom join while eating with Michael?	A:Who should Tom join Michael while eating with?	B
B:What did Joe make without telling the plan?	A:What did Joe make the plan without telling?	B
B:What did Elizabeth prove before finding evidence for the theory?	A:What did Elizabeth prove the theory before finding evidence for?	B
A:Who should Jason understand while stopping to talk with Pierre?	B:Who should Jason understand Pierre while stopping to talk with?	A
A:Who should Kelly call after talking with Bobby?	B:Who should Kelly call Bobby after talking with?	A
A:Who should this professor call when seeing Maria?	B:Who should this professor call Maria when seeing?	A
B:Who should Helen believe while calling Roger?	A:Who should Helen believe Roger while calling?	B
A:Who should the brother support without creating problems for Peter?	B:Who should the brother support Peter without creating problems for?	A
B:What did the brother hit before throwing the ball?	A:What did the brother hit the ball before throwing?	B
A:Who should this father invite after telling a story to Victor?	B:Who should this father invite Victor after telling a story to?	A
A:What did Anthony open before leaving the door?	B:What did Anthony open the door before leaving?	A
A:Who did Bill love while throwing a party for Catherine?	B:Who did Bill love Catherine while throwing a party for?	A
A:What did Brian see without sharing information with the people?	B:What did Brian see the people without sharing information with?	A
A:Who should Anna invite after finishing a project with Alice?	B:Who should Anna invite Alice after finishing a project with?	A
B:What did Anna write after reading the article?	A:What did Anna write the article after reading?	B
A:Who should Tom talk to before marrying Alice?	B:Who should Tom talk to Alice before marrying?	A
A:Who should Henry lead before catching a train with Bobby?	B:Who should Henry lead Bobby before catching a train with?	B
A:Who should Jane ask when putting together a plan with John?	B:Who should Jane ask John when putting together a plan with?	A
B:What did Jane love when putting on the song?	A:What did Jane love the song when putting on?	B
B:Who should Walter support when driving with Jonathan?	A:Who should Walter support Jonathan when driving with?	B
A:Who should Anna join after reading a book with Ann?	B:Who should Anna join Ann after reading a book with?	A
B:What did this girl choose before performing the song?	A:What did this girl choose the song before performing?	B
A:Who should this mother visit without telling the story to Anthony?	B:Who should this mother visit Anthony without telling the story to?	B
B:What did this mother hit without breaking the cup?	A:What did this mother hit the cup without breaking?	B
A:Who should this woman trust without reaching out to Matt?	B:Who should this woman trust Matt without reaching out to?	A
B:Who should Matt believe while managing a project with Jason?	A:Who should Matt believe Jason while managing a project with?	B
A:Who should Ann meet while having trouble with Jason?	B:Who should Ann meet Jason while having trouble with?	A
B:Who should Bobby ask while keeping a secret from Anthony?	A:Who should Bobby ask Anthony while keeping a secret from?	B
A:Who should that princess support after managing a team with Brian?	B:Who should that princess support Brian after managing a team with?	A
B:Who should Joe train without inviting Elizabeth to the meeting?	A:Who should Joe train Elizabeth without inviting to the meeting?	B
B:What did Joe design without testing the program?	A:What did Joe design the program without testing?	B
A:What did Kelly report after finding the news?	B:What did Kelly report the news after finding?	A
B:Who should Matt join without reaching an agreement with Roger?	A:Who should Matt join Roger without reaching an agreement with?	B
A:Who should Anna tell while serving food to Elizabeth?	B:Who should Anna tell Elizabeth while serving food to?	B
A:Who should this woman understand after telling the truth to Jerry?	B:Who should this woman understand Jerry after telling the truth to?	A
B:Who should Scott support without losing contact with Maria?	A:Who should Scott support Maria without losing contact with?	B
B:Who should Bill train without studying together with Ruth?	A:Who should Bill train Ruth without studying together with?	B
A:What did the doctor fix when learning about the problem?	B:What did the doctor fix the problem when learning about?	A
A:Who should this doctor call without sending a message to Joe?	B:Who should this doctor call Joe without sending a message to?	A
A:What did this doctor believe without confirming the story?	B:What did this doctor believe the story without confirming?	A
B:Who should Matt love before understanding Louis?	A:Who should Matt love Louis before understanding?	B
A:What did Matt study before understanding the theory?	B:What did Matt study the theory before understanding?	A
B:Who should Patrick hit before proving a point to Elizabeth?	A:Who should Patrick hit Elizabeth before proving a point to?	B
B:What did Patrick hold before proving his ability for the position?	A:What did Patrick hold the position before proving his ability for?	B
A:What did Fred produce after enjoying the music?	B:What did Fred produce the music after enjoying?	A
B:Who should Bill hit after asking about Ruth?	A:Who should Bill hit Ruth after asking about?	B
B:What did Bill design without asking about the program?	A:What did Bill design the program without asking about?	B
B:Who should Mike teach after taking a class with Anthony?	A:Who should Mike teach Anthony after taking a class with?	B
B:Who did Alice meet before building a project with Matt?	A:Who did Alice meet Matt before building a project with?	B
A:What did Ted believe after hearing the news?	B:What did Ted believe the news after hearing?	A
A:Who should Ruth follow after taking direction from Richard?	B:Who should Ruth follow Richard after taking direction from?	A
A:Who should Martin follow after describing a plan to Fred?	B:Who should Martin follow Fred after describing a plan to?	A
B:Who should Bill trust after believing the story from Ted?	A:Who should Bill trust Ted after believing the story from?	B
B:Who should Joe invite while keeping in touch with Walter?	A:Who should Joe invite Walter while keeping in touch with?	B
A:Who should Scott ask when learning from Martin?	B:Who should Scott ask Martin when learning from?	A
A:What did Anthony believe when bringing up the story?	B:What did Anthony believe the story when bringing up?	A
B:What did Ann hear when finding out the news?	A:What did Ann hear the news when finding out?	B
A:What did Jerry eat before buying the food again?	B:What did Jerry eat the food before buying again?	A
A:Who should Catherine train while leading a project with Andy?	B:Who should Catherine train Andy while leading a project with?	A
B:What did Anthony paint without throwing color on the wall?	A:What did Anthony paint the wall without throwing color on?	B
B:Who did this wife invite while sharing plans with the committee?	A:Who did this wife invite the committee while sharing plans with?	B
B:What did Carl drive before sitting in the car?	A:What did Carl drive the car before sitting in?	B
B:Who should that professor join without carrying out research with Ruth?	A:Who should that professor join Ruth without carrying out research with?	B
A:Who should Tony visit while giving support to Fred?	B:Who should Tony visit Fred while giving support to?	A
B:Who should Richard tell the news to when making a plan with Walter?	A:Who should Richard tell the news to Walter when making a plan with?	B
A:What did Victor carry after buying the birds?	B:What did Victor carry the birds after buying?	A
B:Who should Martin defeat before inviting to party with Jerry?	A:Who should Martin defeat Jerry before inviting to party with?	B
A:What did Roger write without attacking a subject about the book?	B:What did Roger write the book without attacking a subject about?	B
A:What did Patrick send without making a copy of the letter?	B:What did Patrick send the letter without making a copy of?	B
B:What did Michael find when feeding the animals?	A:What did Michael find the animals when feeding?	B
A:What did this doctor enjoy without playing the game?	B:What did this doctor enjoy the game without playing?	A
B:What did Roger produce before carrying the goods to market?	A:What did Roger produce the goods before carrying to market?	B
A:Who should the princess see after writing to Roger?	B:Who should the princess see Roger after writing to?	A
B:What did Sarah try before asking about the method?	A:What did Sarah try the method before asking about?	B
B:What did Anna buy after designing the model of the car?	A:What did Anna buy the car after designing the model of?	B
B:What did Richard eat before helping to cook the food?	A:What did Richard eat the food before helping to cook?	B
A:Who should the man lead before marrying Anna?	B:Who should the man lead Anna before marrying?	A
A:Who should Fred see after enjoying music with Ann?	B:Who should Fred see Ann after enjoying music with?	A
A:What would Henry see when cutting the paper?	B:What would Henry see the paper when cutting?	A
A:Who should the player teach when starting a class with Ruth?	B:Who should the player teach Ruth when starting a class with?	A
B:Who should Anthony believe without losing faith in Michael?	A:Who should Anthony believe Michael without losing faith in?	B
A:Who should Catherine like while telling a story to Sarah?	B:Who should Catherine like Sarah while telling a story to?	A
A:Who should Tony visit without calling Ann ahead?	B:Who should Tony visit Ann without calling ahead?	A
A:Who did Richard support when joining the team?	B:Who did Richard support the team when joining?	A
B:What did that king talk about while losing the family?	A:What did that king talk about the family while losing?	B
A:Who should that player trust while helping Victor?	B:Who should that player trust Victor while helping?	A
A:Who should Bobby call while writing to Roger?	B:Who should Bobby call Roger while writing to?	A
B:Who should that princess help after trusting Brian?	A:Who should that princess help Brian after trusting?	B
A:Who should Kelly support while managing a team with Jerry?	B:Who should Kelly support Jerry while managing a team with?	A
A:Who did that girl help before throwing a party for the team?	B:Who did that girl help the team before throwing a party for?	A
A:What did Catherine use before performing a test on the system?	B:What did Catherine use the system before performing a test on?	A
B:Who should Mike invite when playing with Ted?	A:Who should Mike invite Ted when playing with?	B
B:What did Mike choose when working for the team?	A:What did Mike choose the team when working for?	B
B:What did Maria finish after calling the meeting?	A:What did Maria finish the meeting after calling?	B
B:Who should Kelly teach before supporting Mary?	A:Who should Kelly teach Mary before supporting?	B
B:What did Kelly review before writing the report?	A:What did Kelly review the report before writing?	B
B:What did the man join before leading the project?	A:What did the man join the project before leading?	B
A:Who should Martin help after finishing a report with Sarah?	B:Who should Martin help Sarah after finishing a report with?	A
B:What did Olivia fix after breaking the system?	A:What did Olivia fix the system after breaking?	B
B:What did Emily check after talking about the report?	A:What did Emily check the report after talking about?	B
B:Who should Jason join before following Brian?	A:Who should Jason join Brian before following?	B
