correct	incorrect	model_choice
B:When did the European teacher wanna save money?	A:Who did the European teacher wanna save money?	B
A:When did the American man wanna set the record?	B:What did the American man wanna set the record?	A
B:Why does Dennis wanna work on the project?	A:What does Dennis wanna work on the project?	B
A:Why will Brian wanna leave the gift at home?	B:Who will Brian wanna leave the gift at home?	A
B:When does the modern student wanna see the film?	A:Who does the modern student wanna see the film?	B
B:Why does Ross wanna stay outside?	A:What does Ross wanna stay outside?	B
B:Where does Jonathan wanna run the group?	A:Who does Jonathan wanna run the group?	B
B:When does the Indian soldier wanna attack the enemy?	A:What does the Indian soldier wanna attack the enemy?	B
B:Where will Jonathan wanna swim?	A:Who will Jonathan wanna swim?	B
B:When does the rich parent wanna help the family?	A:What does the rich parent wanna help the family?	B
B:Where would Norman wanna wait?	A:What would Norman wanna wait?	B
A:When will the responsible minister wanna serve the government?	B:Who will the responsible minister wanna serve the government?	B
B:Why does Roger wanna swim?	A:Who does Roger wanna swim?	B
B:When will the Australian group wanna reach out to the man?	A:Who will the Australian group wanna reach out to the man?	B
A:When did the happy police officer wanna call the friend?	B:Who did the happy police officer wanna call the friend?	A
A:Where would the Australian team wanna attack the enemy?	B:What would the Australian team wanna attack the enemy?	A
A:Where would Frank wanna arrive early?	B:What would Frank wanna arrive early?	A
A:When would the old leader wanna lead the group?	B:Who would the old leader wanna lead the group?	B
A:When does the friendly woman wanna believe the truth?	B:Who does the friendly woman wanna believe the truth?	A
A:When would the Indian team wanna follow the plan?	B:What would the Indian team wanna follow the plan?	A
B:Where would Kelly wanna perform the music?	A:What would Kelly wanna perform the music?	B
B:When did the professional woman wanna marry the man?	A:Who did the professional woman wanna marry the man?	B
A:When did the kind woman wanna marry the man?	B:Who did the kind woman wanna marry the man?	A
B:Where does Ted wanna wait?	A:What does Ted wanna wait?	B
A:When does the rich friend wanna help the child?	B:Who does the rich friend wanna help the child?	A
A:Where did the slow teacher wanna tell us the news?	B:Who did the slow teacher wanna tell us the news?	B
A:When does the beautiful doctor wanna save money?	B:Who does the beautiful doctor wanna save money?	B
B:Where did Norman wanna run the group?	A:Who did Norman wanna run the group?	B
B:When will the slow minister wanna serve the community?	A:Who will the slow minister wanna serve the community?	B
A:Where would Victoria wanna lie down?	B:Who would Victoria wanna lie down?	A
A:When will the Indian professor wanna teach the class?	B:Who will the Indian professor wanna teach the class?	B
A:Where did Martin wanna go?	B:Who did Martin wanna go?	A
A:Where will Philip wanna walk the dog?	B:Who will Philip wanna walk the dog?	B
A:When does the poor student wanna see the doctor?	B:Who does the poor student wanna see the doctor?	A
A:Where did Sarah wanna come?	B:What did Sarah wanna come?	A
B:Where would Mary wanna stay outside?	A:What would Mary wanna stay outside?	B
A:Where did Walter wanna run the group?	B:Who did Walter wanna run the group?	A
B:When will the European group wanna reach out to the man?	A:Who will the European group wanna reach out to the man?	B
A:Where would Frank wanna work on the project?	B:What would Frank wanna work on the project?	A
B:Where does Maria wanna seat the guest?	A:Who does Maria wanna seat the guest?	B
A:When would the kind leader wanna meet the committee?	B:Who would the kind leader wanna meet the committee?	A
B:When does the Canadian professor wanna teach the students?	A:Who does the Canadian professor wanna teach the students?	B
B:When would the kind professor wanna teach us the language?	A:Who would the kind professor wanna teach us the language?	B
A:Where did Dennis wanna seat the guest?	B:Who did Dennis wanna seat the guest?	A
B:When does the rich student wanna join the party?	A:Who does the rich student wanna join the party?	B
B:Where will Helen wanna leave the gift at home?	A:Who will Helen wanna leave the gift at home?	B
B:Where would Mary wanna travel?	A:Who would Mary wanna travel?	B
A:Where does Peter wanna walk the dog?	B:Who does Peter wanna walk the dog?	B
A:When does the modern player wanna join the party?	B:Who does the modern player wanna join the party?	A
A:Where will Ted wanna come?	B:What will Ted wanna come?	A
B:Why does Victoria wanna arrive early?	A:What does Victoria wanna arrive early?	B
A:When did the professional child wanna follow the rule?	B:What did the professional child wanna follow the rule?	A
B:Why would Brian wanna wait?	A:What would Brian wanna wait?	B
A:When did the happy woman wanna see the doctor?	B:Who did the happy woman wanna see the doctor?	A
A:Why will Catherine wanna travel?	B:Who will Catherine wanna travel?	A
B:Why would Bruce wanna perform the music?	A:What would Bruce wanna perform the music?	B
A:When did the modern student wanna watch the game?	B:Who did the modern student wanna watch the game?	A
B:When would the young student wanna join the committee?	A:Who would the young student wanna join the committee?	B
A:Why does Alice wanna wait?	B:What does Alice wanna wait?	A
A:Why would Bruce wanna seat the guest?	B:Who would Bruce wanna seat the guest?	A
B:When would the active teacher wanna help the student?	A:Who would the active teacher wanna help the student?	B
A:Why did Oliver wanna swim?	B:Who did Oliver wanna swim?	A
A:Why does Bruce wanna seat the guest?	B:Who does Bruce wanna seat the guest?	A
A:When will the responsible child wanna ask them the question?	B:Who will the responsible child wanna ask them the question?	B
B:When will the important friend wanna tell us the news?	A:Who will the important friend wanna tell us the news?	B
A:When would the young student wanna find a job?	B:Who would the young student wanna find a job?	A
B:Why would Ruth wanna stay outside?	A:What would Ruth wanna stay outside?	B
B:When would the old soldier wanna attack the city?	A:What would the old soldier wanna attack the city?	B
B:When did the kind teacher wanna save money?	A:Who did the kind teacher wanna save money?	B
A:When will the Canadian team wanna reach out to the professor?	B:Who will the Canadian team wanna reach out to the professor?	A
A:When will the responsible student wanna watch the television?	B:Who will the responsible student wanna watch the television?	A
B:Why did Jonathan wanna arrive early?	A:What did Jonathan wanna arrive early?	B
A:How would you wanna go?	B:Who would you wanna go?	A
A:How did Bill wanna perform the music?	B:What did Bill wanna perform the music?	A
A:How will Gary wanna go?	B:Who will Gary wanna go?	A
B:How did Jonathan wanna walk the dog?	A:Who did Jonathan wanna walk the dog?	B
B:When would the beautiful man wanna set the record?	A:What would the beautiful man wanna set the record?	B
B:How does Elizabeth wanna come?	A:What does Elizabeth wanna come?	B
B:When will the successful group wanna reach out to the man?	A:Who will the successful group wanna reach out to the man?	B
B:When did the young soldier wanna save energy?	A:What did the young soldier wanna save energy?	B
A:When will the young man wanna love the music?	B:Who will the young man wanna love the music?	A
A:How would Robert wanna work on the project?	B:What would Robert wanna work on the project?	A
B:How would James wanna seat the guest?	A:Who would James wanna seat the guest?	B
B:When did the special friend wanna support the team?	A:What did the special friend wanna support the team?	B
B:How did Larry wanna walk the dog?	A:Who did Larry wanna walk the dog?	B
B:How does Dan wanna seat the guest?	A:Who does Dan wanna seat the guest?	B
B:How would Alice wanna go?	A:Who would Alice wanna go?	B
A:How would Sarah wanna leave the gift at home?	B:What would Sarah wanna leave the gift at home?	A
B:When did the French boy wanna hit the target?	A:What did the French boy wanna hit the target?	B
B:When would the special police officer wanna find the place?	A:Who would the special police officer wanna find the place?	B
B:How did Helen wanna run the team?	A:Who did Helen wanna run the team?	B
A:When does the friendly teacher wanna understand the story?	B:Who does the friendly teacher wanna understand the story?	B
A:When will the old teacher wanna save energy?	B:What will the old teacher wanna save energy?	A
A:When would the same soldier wanna save money?	B:Who would the same soldier wanna save money?	A
A:When does the poor friend wanna support the family?	B:What does the poor friend wanna support the family?	A
A:When would the modern player wanna follow the rule?	B:What would the modern player wanna follow the rule?	A
B:How did Norman wanna rest?	A:Who did Norman wanna rest?	B
A:When did the friendly doctor wanna understand the language?	B:Who did the friendly doctor wanna understand the language?	B
A:When will the Indian boy wanna hit the target?	B:What will the Indian boy wanna hit the target?	A
B:When does the Australian army wanna attack the city?	A:What does the Australian army wanna attack the city?	B
B:How does Peter wanna go there?	A:What does Peter wanna go there?	B
B:When does the famous student wanna understand the story?	A:Who does the famous student wanna understand the story?	B
B:When did the successful teacher wanna ask them the question?	A:Who did the successful teacher wanna ask them the question?	B
B:How will Alice wanna run the team?	A:Who will Alice wanna run the team?	B
B:How does James wanna seat the guest?	A:Who does James wanna seat the guest?	B
B:How will Tim wanna travel?	A:Who will Tim wanna travel?	B
A:How did Anna wanna run the team?	B:Who did Anna wanna run the team?	B
A:How does Mary wanna seat the guest?	B:Who does Mary wanna seat the guest?	A
B:When does the happy soldier wanna save energy?	A:What does the happy soldier wanna save energy?	B
B:When will the French player wanna trust the assistant?	A:Who will the French player wanna trust the assistant?	B
A:How did Ann wanna swim?	B:Who did Ann wanna swim?	A
B:When did the friendly woman wanna see the game?	A:Who did the friendly woman wanna see the game?	B
A:How would Sarah wanna wait?	B:What would Sarah wanna wait?	A
A:How does Frank wanna come?	B:What does Frank wanna come?	A
B:When does the responsible teacher wanna teach us the course?	A:Who does the responsible teacher wanna teach us the course?	B
